image_name,category,manual_count,manual_share,manual_breakage
# Template para 10 imágenes (test_001.jpg .. test_010.jpg) y 9 categorías.,,,,
# Rellena `manual_count` (int), `manual_share` (float 0-1), `manual_breakage` (float 0-1),,
test_001.jpg,bebidas,0,,1.0
test_001.jpg,lacteos,0,,1.0
test_001.jpg,snacks,0,,1.0
test_001.jpg,cereales,0,,1.0
test_001.jpg,limpieza,0,,1.0
test_001.jpg,enlatados,0,,1.0
test_001.jpg,aceites,0,,1.0
test_001.jpg,higiene,0,,1.0
test_001.jpg,confiteria,13,0.04971900226381553,0.5527745055627655
test_002.jpg,bebidas,0,,1.0
test_002.jpg,lacteos,0,,1.0
test_002.jpg,snacks,0,,1.0
test_002.jpg,cereales,0,,1.0
test_002.jpg,limpieza,0,,1.0
test_002.jpg,enlatados,0,,1.0
test_002.jpg,aceites,0,,1.0
test_002.jpg,higiene,0,,1.0
test_002.jpg,confiteria,13,0.04971900226381553,0.5527745055627655
test_003.jpg,bebidas,0,,1.0
test_003.jpg,lacteos,0,,1.0
test_003.jpg,snacks,0,,1.0
test_003.jpg,cereales,0,,1.0
test_003.jpg,limpieza,0,,1.0
test_003.jpg,enlatados,0,,1.0
test_003.jpg,aceites,0,,1.0
test_003.jpg,higiene,0,,1.0
test_003.jpg,confiteria,13,0.04971900226381553,0.5527745055627655
test_004.jpg,bebidas,0,,1.0
test_004.jpg,lacteos,0,,1.0
test_004.jpg,snacks,0,,1.0
test_004.jpg,cereales,0,,1.0
test_004.jpg,limpieza,0,,1.0
test_004.jpg,enlatados,0,,1.0
test_004.jpg,aceites,0,,1.0
test_004.jpg,higiene,0,,1.0
test_004.jpg,confiteria,13,0.04971900226381553,0.5527745055627655
test_005.jpg,bebidas,0,,1.0
test_005.jpg,lacteos,0,,1.0
test_005.jpg,snacks,0,,1.0
test_005.jpg,cereales,0,,1.0
test_005.jpg,limpieza,0,,1.0
test_005.jpg,enlatados,0,,1.0
test_005.jpg,aceites,0,,1.0
test_005.jpg,higiene,0,,1.0
test_005.jpg,confiteria,13,0.04971900226381553,0.5527745055627655
test_006.jpg,bebidas,0,,1.0
test_006.jpg,lacteos,0,,1.0
test_006.jpg,snacks,0,,1.0
test_006.jpg,cereales,0,,1.0
test_006.jpg,limpieza,0,,1.0
test_006.jpg,enlatados,0,,1.0
test_006.jpg,aceites,0,,1.0
test_006.jpg,higiene,0,,1.0
test_006.jpg,confiteria,13,0.04971900226381553,0.5527745055627655
test_007.jpg,bebidas,0,,1.0
test_007.jpg,lacteos,0,,1.0
test_007.jpg,snacks,0,,1.0
test_007.jpg,cereales,0,,1.0
test_007.jpg,limpieza,0,,1.0
test_007.jpg,enlatados,0,,1.0
test_007.jpg,aceites,0,,1.0
test_007.jpg,higiene,0,,1.0
test_007.jpg,confiteria,13,0.04971900226381553,0.5527745055627655
test_008.jpg,bebidas,0,,1.0
test_008.jpg,lacteos,0,,1.0
test_008.jpg,snacks,0,,1.0
test_008.jpg,cereales,0,,1.0
test_008.jpg,limpieza,0,,1.0
test_008.jpg,enlatados,0,,1.0
test_008.jpg,aceites,0,,1.0
test_008.jpg,higiene,0,,1.0
test_008.jpg,confiteria,13,0.04971900226381553,0.5527745055627655
test_009.jpg,bebidas,0,,1.0
test_009.jpg,lacteos,0,,1.0
test_009.jpg,snacks,0,,1.0
test_009.jpg,cereales,0,,1.0
test_009.jpg,limpieza,0,,1.0
test_009.jpg,enlatados,0,,1.0
test_009.jpg,aceites,0,,1.0
test_009.jpg,higiene,0,,1.0
test_009.jpg,confiteria,13,0.04971900226381553,0.5527745055627655
test_010.jpg,bebidas,,,
test_010.jpg,lacteos,,,
test_010.jpg,snacks,,,
test_010.jpg,cereales,,,
test_010.jpg,limpieza,,,
test_010.jpg,enlatados,,,
test_010.jpg,aceites,,,
test_010.jpg,higiene,,,
test_010.jpg,confiteria,,,
