image_name,category,manual_count,manual_share,manual_breakage

# Template para 10 imágenes (test_001.jpg .. test_010.jpg) y 9 categorías.
# Rellena `manual_count` (int), `manual_share` (float 0-1), `manual_breakage` (float 0-1)

test_001.jpg,bebidas,,,
test_001.jpg,lacteos,,,
test_001.jpg,snacks,,,
test_001.jpg,cereales,,,
test_001.jpg,limpieza,,,
test_001.jpg,enlatados,,,
test_001.jpg,aceites,,,
test_001.jpg,higiene,,,
test_001.jpg,confiteria,,,

test_002.jpg,bebidas,,,
test_002.jpg,lacteos,,,
test_002.jpg,snacks,,,
test_002.jpg,cereales,,,
test_002.jpg,limpieza,,,
test_002.jpg,enlatados,,,
test_002.jpg,aceites,,,
test_002.jpg,higiene,,,
test_002.jpg,confiteria,,,

test_003.jpg,bebidas,,,
test_003.jpg,lacteos,,,
test_003.jpg,snacks,,,
test_003.jpg,cereales,,,
test_003.jpg,limpieza,,,
test_003.jpg,enlatados,,,
test_003.jpg,aceites,,,
test_003.jpg,higiene,,,
test_003.jpg,confiteria,,,

test_004.jpg,bebidas,,,
test_004.jpg,lacteos,,,
test_004.jpg,snacks,,,
test_004.jpg,cereales,,,
test_004.jpg,limpieza,,,
test_004.jpg,enlatados,,,
test_004.jpg,aceites,,,
test_004.jpg,higiene,,,
test_004.jpg,confiteria,,,

test_005.jpg,bebidas,,,
test_005.jpg,lacteos,,,
test_005.jpg,snacks,,,
test_005.jpg,cereales,,,
test_005.jpg,limpieza,,,
test_005.jpg,enlatados,,,
test_005.jpg,aceites,,,
test_005.jpg,higiene,,,
test_005.jpg,confiteria,,,

test_006.jpg,bebidas,,,
test_006.jpg,lacteos,,,
test_006.jpg,snacks,,,
test_006.jpg,cereales,,,
test_006.jpg,limpieza,,,
test_006.jpg,enlatados,,,
test_006.jpg,aceites,,,
test_006.jpg,higiene,,,
test_006.jpg,confiteria,,,

test_007.jpg,bebidas,,,
test_007.jpg,lacteos,,,
test_007.jpg,snacks,,,
test_007.jpg,cereales,,,
test_007.jpg,limpieza,,,
test_007.jpg,enlatados,,,
test_007.jpg,aceites,,,
test_007.jpg,higiene,,,
test_007.jpg,confiteria,,,

test_008.jpg,bebidas,,,
test_008.jpg,lacteos,,,
test_008.jpg,snacks,,,
test_008.jpg,cereales,,,
test_008.jpg,limpieza,,,
test_008.jpg,enlatados,,,
test_008.jpg,aceites,,,
test_008.jpg,higiene,,,
test_008.jpg,confiteria,,,

test_009.jpg,bebidas,,,
test_009.jpg,lacteos,,,
test_009.jpg,snacks,,,
test_009.jpg,cereales,,,
test_009.jpg,limpieza,,,
test_009.jpg,enlatados,,,
test_009.jpg,aceites,,,
test_009.jpg,higiene,,,
test_009.jpg,confiteria,,,

test_010.jpg,bebidas,,,
test_010.jpg,lacteos,,,
test_010.jpg,snacks,,,
test_010.jpg,cereales,,,
test_010.jpg,limpieza,,,
test_010.jpg,enlatados,,,
test_010.jpg,aceites,,,
test_010.jpg,higiene,,,
test_010.jpg,confiteria,,,
